session_id,timestamp,satellite_id,ground_station_id,direction,protocol,packet_size_bytes,data_type,encryption_status,link_quality_pct,bit_error_rate,latency_ms,anomaly_flag
SESS-001496,2026-01-23 18:53:30,SENTINEL-9,GS-BRAVO-2,UPLINK,DTN,595,HOUSEKEEPING,NONE,93.78,1.057e-09,245,NONE
SESS-001497,2026-01-23 18:54:35,SENTINEL-9,GS-ALPHA-1,DOWNLINK,DTN,2567,TELEMETRY,AES-256,93.69,1.18e-10,277,NONE
SESS-001498,2026-01-23 18:56:19,SENTINEL-9,GS-ALPHA-1,DOWNLINK,PROXIMITY-1,1964,PAYLOAD_DATA,AES-256,97.94,2.14e-10,249,NONE
SESS-001499,2026-01-23 18:58:21,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,PROXIMITY-1,1854,HOUSEKEEPING,AES-256,98.59,7.285e-09,266,NONE
SESS-001500,2026-01-23 18:59:40,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,CCSDS,3688,COMMAND,AES-256,95.59,5.134e-09,266,NONE
SESS-001501,2026-01-23 19:00:18,SENTINEL-9,GS-DELTA-4,UPLINK,DTN,2393,PAYLOAD_DATA,AES-256,95.71,1.361e-09,273,NONE
SESS-001502,2026-01-23 19:02:40,SENTINEL-9,GS-ALPHA-1,UPLINK,CCSDS,2703,TELEMETRY,AES-256,98.51,3.143e-09,270,NONE
SESS-001503,2026-01-23 19:03:22,SENTINEL-9,GS-BRAVO-2,UPLINK,PROXIMITY-1,3873,TELEMETRY,AES-256,97.66,5.482e-09,240,NONE
SESS-001504,2026-01-23 19:05:12,SENTINEL-9,GS-DELTA-4,DOWNLINK,PROXIMITY-1,4035,HOUSEKEEPING,AES-128,95.5,6.524e-09,242,NONE
SESS-001505,2026-01-23 19:07:23,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,PROXIMITY-1,1834,COMMAND,AES-256,94.3,9.364e-09,249,NONE
SESS-001506,2026-01-23 19:08:58,SENTINEL-9,GS-BRAVO-2,UPLINK,CCSDS,3824,HOUSEKEEPING,AES-256,93.19,8.101e-09,274,NONE
SESS-001507,2026-01-23 19:10:45,SENTINEL-9,GS-BRAVO-2,DOWNLINK,DTN,746,HOUSEKEEPING,AES-128,92.47,2.227e-09,242,NONE
SESS-001508,2026-01-23 19:11:41,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,DTN,1474,PAYLOAD_DATA,AES-128,96.88,4.781e-09,279,NONE
SESS-001509,2026-01-23 19:13:00,SENTINEL-9,GS-ALPHA-1,DOWNLINK,CCSDS,2512,HOUSEKEEPING,AES-256,92.87,9.158e-09,256,NONE
SESS-001510,2026-01-23 19:14:28,SENTINEL-9,GS-ALPHA-1,DOWNLINK,CCSDS,3808,TELEMETRY,NONE,92.89,9.923e-09,269,NONE
SESS-001511,2026-01-23 19:16:37,SENTINEL-9,GS-ALPHA-1,DOWNLINK,PROXIMITY-1,2308,COMMAND,AES-128,97.62,1.701e-09,264,NONE
SESS-001512,2026-01-23 19:18:24,SENTINEL-9,GS-BRAVO-2,UPLINK,CCSDS,2598,HOUSEKEEPING,AES-256,93.82,3.007e-09,258,NONE
SESS-001513,2026-01-23 19:20:56,SENTINEL-9,GS-CHARLIE-3,UPLINK,DTN,3349,TELEMETRY,AES-256,99.03,2.319e-09,251,NONE
SESS-001514,2026-01-23 19:22:37,SENTINEL-9,GS-DELTA-4,DOWNLINK,PROXIMITY-1,1828,HOUSEKEEPING,AES-256,98.41,9e-10,275,NONE
SESS-001515,2026-01-23 19:23:55,SENTINEL-9,GS-DELTA-4,DOWNLINK,CCSDS,3817,PAYLOAD_DATA,AES-256,95.96,4.667e-09,254,NONE
SESS-001516,2026-01-23 19:26:49,SENTINEL-9,GS-BRAVO-2,UPLINK,DTN,2615,TELEMETRY,AES-256,98.39,9.811e-09,277,NONE
SESS-001517,2026-01-23 19:29:20,SENTINEL-9,GS-DELTA-4,UPLINK,DTN,3944,TELEMETRY,AES-256,92.65,2.178e-09,254,NONE
SESS-001518,2026-01-23 19:31:45,SENTINEL-9,GS-ALPHA-1,UPLINK,CCSDS,1545,HOUSEKEEPING,AES-256,92.59,4.821e-09,249,NONE
SESS-001519,2026-01-23 19:33:24,SENTINEL-9,GS-DELTA-4,DOWNLINK,PROXIMITY-1,1084,COMMAND,AES-256,98.92,8.872e-09,255,NONE
SESS-001520,2026-01-23 19:33:54,SENTINEL-9,GS-DELTA-4,UPLINK,DTN,2496,COMMAND,AES-256,95.46,6.928e-09,252,NONE
SESS-001521,2026-01-23 19:34:49,SENTINEL-9,GS-DELTA-4,UPLINK,CCSDS,3931,HOUSEKEEPING,AES-256,95.65,2.555e-09,257,NONE
SESS-001522,2026-01-23 19:35:43,SENTINEL-9,GS-ALPHA-1,DOWNLINK,CCSDS,1721,HOUSEKEEPING,AES-128,99.39,3.735e-09,266,NONE
SESS-001523,2026-01-23 19:38:01,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,DTN,3098,COMMAND,AES-256,96.17,5.096e-09,258,NONE
SESS-001524,2026-01-23 19:40:26,SENTINEL-9,GS-CHARLIE-3,UPLINK,CCSDS,2003,HOUSEKEEPING,NONE,92.89,7.827e-09,279,NONE
SESS-001525,2026-01-23 19:41:53,SENTINEL-9,GS-CHARLIE-3,UPLINK,CCSDS,2439,HOUSEKEEPING,AES-256,96.45,2.217e-09,257,NONE
SESS-001526,2026-01-23 19:42:44,SENTINEL-9,GS-BRAVO-2,DOWNLINK,DTN,1593,TELEMETRY,NONE,94.45,1.877e-09,263,NONE
SESS-001527,2026-01-23 19:43:26,SENTINEL-9,GS-CHARLIE-3,UPLINK,PROXIMITY-1,3464,TELEMETRY,NONE,96.61,3.962e-09,273,NONE
SESS-001528,2026-01-23 19:45:32,SENTINEL-9,GS-BRAVO-2,UPLINK,PROXIMITY-1,712,PAYLOAD_DATA,AES-128,97.82,4.104e-09,264,NONE
SESS-001529,2026-01-23 19:46:11,SENTINEL-9,GS-BRAVO-2,DOWNLINK,CCSDS,1852,HOUSEKEEPING,AES-256,95.68,2.093e-09,276,NONE
SESS-001530,2026-01-23 19:46:58,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,PROXIMITY-1,3403,COMMAND,NONE,97.95,5.058e-09,264,NONE
SESS-001531,2026-01-23 19:48:22,SENTINEL-9,GS-BRAVO-2,UPLINK,PROXIMITY-1,2530,TELEMETRY,AES-256,95.93,2.088e-09,262,NONE
SESS-001532,2026-01-23 19:49:47,SENTINEL-9,GS-DELTA-4,DOWNLINK,PROXIMITY-1,3214,COMMAND,AES-256,93.27,8.529e-09,251,NONE
SESS-001533,2026-01-23 19:51:12,SENTINEL-9,GS-ALPHA-1,DOWNLINK,CCSDS,2134,COMMAND,AES-256,94.71,8.576e-09,244,NONE
SESS-001534,2026-01-23 19:52:30,SENTINEL-9,GS-CHARLIE-3,UPLINK,PROXIMITY-1,2252,HOUSEKEEPING,AES-256,98.23,8.265e-09,245,NONE
SESS-001535,2026-01-23 19:54:52,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,PROXIMITY-1,1626,HOUSEKEEPING,AES-256,94.2,5.362e-09,249,NONE
SESS-001536,2026-01-23 19:57:17,SENTINEL-9,GS-ALPHA-1,UPLINK,CCSDS,2282,COMMAND,AES-128,99.34,3.377e-09,279,NONE
SESS-001537,2026-01-23 19:57:48,SENTINEL-9,GS-BRAVO-2,DOWNLINK,DTN,3016,TELEMETRY,AES-256,93.73,3.93e-09,257,NONE
SESS-001538,2026-01-23 19:59:31,SENTINEL-9,GS-ALPHA-1,UPLINK,DTN,3821,PAYLOAD_DATA,AES-256,93.21,3.083e-09,273,NONE
SESS-001539,2026-01-23 20:01:24,SENTINEL-9,GS-DELTA-4,DOWNLINK,CCSDS,3659,HOUSEKEEPING,AES-256,98.04,8.358e-09,278,NONE
SESS-001540,2026-01-23 20:02:31,SENTINEL-9,GS-BRAVO-2,DOWNLINK,DTN,3642,COMMAND,AES-256,98.08,2.29e-09,268,NONE
SESS-001541,2026-01-23 20:05:11,SENTINEL-9,GS-ALPHA-1,UPLINK,PROXIMITY-1,2882,PAYLOAD_DATA,AES-256,98.88,8.361e-09,275,NONE
SESS-001542,2026-01-23 20:07:43,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,DTN,3734,TELEMETRY,AES-256,95.99,9.796e-09,253,NONE
SESS-001543,2026-01-23 20:10:00,SENTINEL-9,GS-DELTA-4,UPLINK,DTN,1004,COMMAND,AES-256,93.77,6.803e-09,264,NONE
SESS-001544,2026-01-23 20:11:22,SENTINEL-9,GS-BRAVO-2,DOWNLINK,CCSDS,915,COMMAND,NONE,93.48,1.36e-09,269,NONE
SESS-001545,2026-01-23 20:13:58,SENTINEL-9,GS-ALPHA-1,DOWNLINK,PROXIMITY-1,3140,COMMAND,AES-256,98.85,2.221e-09,251,NONE
SESS-001546,2026-01-23 20:14:50,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,DTN,3628,TELEMETRY,AES-128,96.3,1.996e-09,246,NONE
SESS-001547,2026-01-23 20:15:47,SENTINEL-9,GS-ALPHA-1,DOWNLINK,DTN,2456,HOUSEKEEPING,AES-256,98.16,4.116e-09,274,NONE
SESS-001548,2026-01-23 20:17:47,SENTINEL-9,GS-ALPHA-1,DOWNLINK,CCSDS,3432,HOUSEKEEPING,AES-256,95.54,2.625e-09,273,NONE
SESS-001549,2026-01-23 20:18:36,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,PROXIMITY-1,1254,COMMAND,NONE,93.59,1.929e-09,242,NONE
SESS-001550,2026-01-23 20:21:19,SENTINEL-9,GS-DELTA-4,UPLINK,CCSDS,2733,HOUSEKEEPING,AES-256,98.19,4.583e-09,265,NONE
SESS-001551,2026-01-23 20:21:51,SENTINEL-9,GS-CHARLIE-3,UPLINK,DTN,958,COMMAND,NONE,99.2,5.4e-09,278,NONE
SESS-001552,2026-01-23 20:22:23,SENTINEL-9,GS-BRAVO-2,DOWNLINK,CCSDS,889,COMMAND,AES-256,98.79,6.512e-09,241,NONE
SESS-001553,2026-01-23 20:23:15,SENTINEL-9,GS-ALPHA-1,UPLINK,PROXIMITY-1,2458,HOUSEKEEPING,AES-256,92.16,9.81e-10,247,NONE
SESS-001554,2026-01-23 20:24:57,SENTINEL-9,GS-DELTA-4,DOWNLINK,DTN,2227,PAYLOAD_DATA,AES-256,93.53,4.191e-09,246,NONE
SESS-001555,2026-01-23 20:25:59,SENTINEL-9,GS-DELTA-4,UPLINK,CCSDS,2394,HOUSEKEEPING,AES-128,95.23,9.368e-09,278,NONE
SESS-001556,2026-01-23 20:27:32,SENTINEL-9,GS-CHARLIE-3,UPLINK,PROXIMITY-1,3933,COMMAND,AES-256,94.23,2.133e-09,249,NONE
SESS-001557,2026-01-23 20:30:21,SENTINEL-9,GS-BRAVO-2,UPLINK,CCSDS,3084,COMMAND,AES-256,92.56,9.526e-09,273,NONE
SESS-001558,2026-01-23 20:31:16,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,PROXIMITY-1,2050,TELEMETRY,AES-256,96.22,3.44e-10,247,NONE
SESS-001559,2026-01-23 20:32:22,SENTINEL-9,GS-BRAVO-2,DOWNLINK,PROXIMITY-1,3075,PAYLOAD_DATA,AES-256,96.71,8.798e-09,245,NONE
SESS-001560,2026-01-23 20:34:45,SENTINEL-9,GS-BRAVO-2,UPLINK,DTN,3732,PAYLOAD_DATA,AES-256,99.49,3.64e-09,273,NONE
SESS-001561,2026-01-23 20:36:28,SENTINEL-9,GS-CHARLIE-3,UPLINK,CCSDS,2115,PAYLOAD_DATA,AES-256,93.54,4.888e-09,277,NONE
SESS-001562,2026-01-23 20:37:41,SENTINEL-9,GS-BRAVO-2,UPLINK,DTN,3060,TELEMETRY,AES-256,99.37,9.03e-10,279,NONE
SESS-001563,2026-01-23 20:40:29,SENTINEL-9,GS-DELTA-4,UPLINK,DTN,1703,COMMAND,AES-128,93.06,2.87e-09,247,NONE
SESS-001564,2026-01-23 20:41:22,SENTINEL-9,GS-DELTA-4,UPLINK,CCSDS,3131,COMMAND,AES-256,96.83,2.608e-09,258,NONE
SESS-001565,2026-01-23 20:43:23,SENTINEL-9,GS-BRAVO-2,UPLINK,DTN,1713,PAYLOAD_DATA,AES-256,99.38,2.613e-09,247,NONE
SESS-001566,2026-01-23 20:45:26,SENTINEL-9,GS-BRAVO-2,UPLINK,DTN,2236,COMMAND,AES-256,97.2,2.703e-09,269,NONE
SESS-001567,2026-01-23 20:46:14,SENTINEL-9,GS-BRAVO-2,UPLINK,CCSDS,3484,TELEMETRY,AES-256,99.38,8.863e-09,276,NONE
SESS-001568,2026-01-23 20:47:39,SENTINEL-9,GS-BRAVO-2,DOWNLINK,CCSDS,1799,TELEMETRY,AES-256,99.34,2.533e-09,279,NONE
SESS-001569,2026-01-23 20:48:57,SENTINEL-9,GS-DELTA-4,UPLINK,DTN,1120,COMMAND,AES-128,97.48,5.208e-09,250,NONE
SESS-001570,2026-01-23 20:51:25,SENTINEL-9,GS-DELTA-4,UPLINK,PROXIMITY-1,3661,HOUSEKEEPING,AES-256,97.05,1.953e-09,259,NONE
SESS-001571,2026-01-23 20:53:43,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,DTN,3292,TELEMETRY,AES-128,93.04,7.333e-09,244,NONE
SESS-001572,2026-01-23 20:55:09,SENTINEL-9,GS-BRAVO-2,DOWNLINK,PROXIMITY-1,1346,COMMAND,NONE,95.29,6.031e-09,271,NONE
SESS-001573,2026-01-23 20:57:13,SENTINEL-9,GS-ALPHA-1,DOWNLINK,CCSDS,889,COMMAND,AES-256,95.1,3.797e-09,252,NONE
SESS-001574,2026-01-23 20:59:44,SENTINEL-9,GS-DELTA-4,DOWNLINK,CCSDS,2947,PAYLOAD_DATA,NONE,94.31,3.473e-09,257,NONE
SESS-001575,2026-01-23 21:00:24,SENTINEL-9,GS-DELTA-4,DOWNLINK,DTN,2695,COMMAND,AES-256,95.46,9.03e-10,244,NONE
SESS-001576,2026-01-23 21:02:14,SENTINEL-9,GS-ALPHA-1,DOWNLINK,DTN,1365,PAYLOAD_DATA,AES-256,94.8,6.64e-09,263,NONE
SESS-001577,2026-01-23 21:05:08,SENTINEL-9,GS-DELTA-4,DOWNLINK,DTN,1764,TELEMETRY,AES-256,96.17,4.897e-09,250,NONE
SESS-001578,2026-01-23 21:07:31,SENTINEL-9,GS-DELTA-4,UPLINK,PROXIMITY-1,3544,HOUSEKEEPING,AES-256,96.29,7.242e-09,261,NONE
SESS-001579,2026-01-23 21:08:15,SENTINEL-9,GS-CHARLIE-3,UPLINK,PROXIMITY-1,638,TELEMETRY,AES-128,95.54,8.887e-09,241,NONE
SESS-001580,2026-01-23 21:11:03,SENTINEL-9,GS-CHARLIE-3,UPLINK,DTN,3508,HOUSEKEEPING,AES-256,92.7,6.908e-09,250,NONE
SESS-001581,2026-01-23 21:13:34,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,PROXIMITY-1,927,HOUSEKEEPING,AES-256,93.16,6.503e-09,266,NONE
SESS-001582,2026-01-23 21:14:16,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,CCSDS,1519,PAYLOAD_DATA,AES-256,93.07,7.445e-09,270,NONE
SESS-001583,2026-01-23 21:16:06,SENTINEL-9,GS-BRAVO-2,DOWNLINK,PROXIMITY-1,3545,COMMAND,AES-256,92.8,8.294e-09,249,NONE
SESS-001584,2026-01-23 21:17:03,SENTINEL-9,GS-ALPHA-1,UPLINK,PROXIMITY-1,3828,TELEMETRY,NONE,93.76,1.442e-09,270,NONE
SESS-001585,2026-01-23 21:17:48,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,DTN,1200,COMMAND,AES-256,97.23,8.034e-09,256,NONE
SESS-001586,2026-01-23 21:18:53,SENTINEL-9,GS-BRAVO-2,DOWNLINK,PROXIMITY-1,824,PAYLOAD_DATA,AES-256,95.97,3.24e-10,262,NONE
SESS-001587,2026-01-23 21:21:50,SENTINEL-9,GS-ALPHA-1,DOWNLINK,PROXIMITY-1,598,COMMAND,AES-256,93.46,3.106e-09,247,NONE
SESS-001588,2026-01-23 21:23:50,SENTINEL-9,GS-BRAVO-2,DOWNLINK,CCSDS,1977,COMMAND,AES-256,96.63,8.075e-09,261,NONE
SESS-001589,2026-01-23 21:25:56,SENTINEL-9,GS-DELTA-4,DOWNLINK,DTN,3568,TELEMETRY,AES-256,94.43,7.42e-09,278,NONE
SESS-001590,2026-01-23 21:26:27,SENTINEL-9,GS-DELTA-4,UPLINK,CCSDS,1264,PAYLOAD_DATA,AES-256,92.67,7.442e-09,265,NONE
SESS-001591,2026-01-23 21:26:58,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,DTN,1870,TELEMETRY,AES-256,99.0,8.39e-10,276,NONE
SESS-001592,2026-01-23 21:29:35,SENTINEL-9,GS-CHARLIE-3,UPLINK,CCSDS,3151,COMMAND,AES-256,92.52,9.915e-09,279,NONE
SESS-001593,2026-01-23 21:31:45,SENTINEL-9,GS-DELTA-4,DOWNLINK,PROXIMITY-1,3780,HOUSEKEEPING,NONE,94.32,8.629e-09,240,NONE
SESS-001594,2026-01-23 21:33:23,SENTINEL-9,GS-ALPHA-1,DOWNLINK,CCSDS,575,TELEMETRY,AES-256,94.09,5.056e-09,243,NONE
SESS-001595,2026-01-23 21:35:02,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,CCSDS,4075,TELEMETRY,AES-128,95.23,1.747e-09,276,NONE
SESS-001596,2026-01-23 21:36:21,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,DTN,965,PAYLOAD_DATA,AES-256,92.28,1.1e-10,245,NONE
SESS-001597,2026-01-23 21:38:26,SENTINEL-9,GS-CHARLIE-3,UPLINK,DTN,1955,HOUSEKEEPING,AES-128,98.14,8.072e-09,270,NONE
SESS-001598,2026-01-23 21:41:12,SENTINEL-9,GS-DELTA-4,DOWNLINK,CCSDS,3643,PAYLOAD_DATA,AES-256,97.37,3.58e-10,273,NONE
SESS-001599,2026-01-23 21:43:43,SENTINEL-9,GS-BRAVO-2,UPLINK,PROXIMITY-1,1913,HOUSEKEEPING,AES-256,95.54,7.687e-09,254,NONE
SESS-001600,2026-01-23 21:46:22,SENTINEL-9,GS-DELTA-4,DOWNLINK,PROXIMITY-1,774,PAYLOAD_DATA,AES-256,96.9,2.308e-09,240,NONE
SESS-001601,2026-01-23 21:48:04,SENTINEL-9,GS-ALPHA-1,DOWNLINK,DTN,2183,COMMAND,AES-256,93.7,9.22e-10,273,NONE
SESS-001602,2026-01-23 21:50:47,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,DTN,3165,PAYLOAD_DATA,AES-128,99.44,5.32e-10,258,NONE
SESS-001603,2026-01-23 21:53:43,SENTINEL-9,GS-ALPHA-1,DOWNLINK,PROXIMITY-1,1519,COMMAND,AES-256,98.93,2.574e-09,278,NONE
SESS-001604,2026-01-23 21:55:49,SENTINEL-9,GS-BRAVO-2,DOWNLINK,CCSDS,2676,HOUSEKEEPING,AES-128,94.88,4.966e-09,267,NONE
SESS-001605,2026-01-23 21:58:19,SENTINEL-9,GS-BRAVO-2,DOWNLINK,DTN,3318,TELEMETRY,AES-256,94.54,1.86e-10,258,NONE
SESS-001606,2026-01-23 21:59:07,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,PROXIMITY-1,3422,TELEMETRY,AES-256,97.75,1.584e-09,256,NONE
SESS-001607,2026-01-23 22:01:33,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,DTN,2888,PAYLOAD_DATA,NONE,95.22,4.502e-09,274,NONE
SESS-001608,2026-01-23 22:03:03,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,CCSDS,3582,COMMAND,AES-256,98.57,3.688e-09,245,NONE
SESS-001609,2026-01-23 22:04:02,SENTINEL-9,GS-DELTA-4,UPLINK,PROXIMITY-1,3373,PAYLOAD_DATA,NONE,94.73,7.961e-09,252,NONE
SESS-001610,2026-01-23 22:06:28,SENTINEL-9,GS-DELTA-4,UPLINK,CCSDS,1970,TELEMETRY,AES-256,95.42,4.218e-09,260,NONE
SESS-001611,2026-01-23 22:09:18,SENTINEL-9,GS-BRAVO-2,UPLINK,PROXIMITY-1,3446,HOUSEKEEPING,AES-256,92.55,1.222e-09,259,NONE
SESS-001612,2026-01-23 22:12:13,SENTINEL-9,GS-CHARLIE-3,UPLINK,CCSDS,3866,TELEMETRY,AES-256,94.58,3.754e-09,275,NONE
SESS-001613,2026-01-23 22:14:52,SENTINEL-9,GS-BRAVO-2,DOWNLINK,PROXIMITY-1,2688,TELEMETRY,AES-256,97.74,2.506e-09,248,NONE
SESS-001614,2026-01-23 22:15:24,SENTINEL-9,GS-ALPHA-1,UPLINK,PROXIMITY-1,1318,TELEMETRY,AES-256,93.42,3.613e-09,240,NONE
SESS-001615,2026-01-23 22:18:07,SENTINEL-9,GS-DELTA-4,UPLINK,CCSDS,995,TELEMETRY,AES-256,97.42,8.929e-09,241,NONE
SESS-001616,2026-01-23 22:19:53,SENTINEL-9,GS-ALPHA-1,DOWNLINK,CCSDS,2908,COMMAND,AES-256,97.54,8.666e-09,246,NONE
SESS-001617,2026-01-23 22:21:46,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,DTN,2070,HOUSEKEEPING,AES-128,95.51,1.469e-09,270,NONE
SESS-001618,2026-01-23 22:24:22,SENTINEL-9,GS-CHARLIE-3,UPLINK,DTN,3411,COMMAND,AES-128,98.7,8.301e-09,251,NONE
SESS-001619,2026-01-23 22:25:51,SENTINEL-9,GS-BRAVO-2,DOWNLINK,PROXIMITY-1,3109,HOUSEKEEPING,AES-128,92.76,8.86e-10,272,NONE
SESS-001620,2026-01-23 22:27:21,SENTINEL-9,GS-ALPHA-1,UPLINK,CCSDS,770,COMMAND,AES-256,93.64,1.891e-09,274,NONE
SESS-001621,2026-01-23 22:27:59,SENTINEL-9,GS-DELTA-4,DOWNLINK,CCSDS,1318,HOUSEKEEPING,AES-256,95.89,9.387e-09,265,NONE
SESS-001622,2026-01-23 22:29:35,SENTINEL-9,GS-BRAVO-2,UPLINK,DTN,2035,HOUSEKEEPING,AES-256,94.35,9.94e-10,241,NONE
SESS-001623,2026-01-23 22:31:39,SENTINEL-9,GS-ALPHA-1,UPLINK,CCSDS,4091,COMMAND,AES-256,93.2,3.063e-09,272,NONE
SESS-001624,2026-01-23 22:33:16,SENTINEL-9,GS-ALPHA-1,DOWNLINK,DTN,2736,COMMAND,AES-256,94.36,3.406e-09,264,NONE
SESS-001625,2026-01-23 22:34:02,SENTINEL-9,GS-DELTA-4,DOWNLINK,DTN,747,TELEMETRY,AES-256,92.53,6.701e-09,266,NONE
SESS-001626,2026-01-23 22:35:30,SENTINEL-9,GS-BRAVO-2,DOWNLINK,DTN,940,TELEMETRY,AES-256,95.68,8.205e-09,271,NONE
SESS-001627,2026-01-23 22:37:35,SENTINEL-9,GS-DELTA-4,UPLINK,PROXIMITY-1,745,COMMAND,AES-256,97.73,7.438e-09,270,NONE
SESS-001628,2026-01-23 22:38:44,SENTINEL-9,GS-DELTA-4,UPLINK,PROXIMITY-1,2515,COMMAND,AES-256,93.71,9.401e-09,248,NONE
SESS-001629,2026-01-23 22:41:24,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,DTN,1684,COMMAND,AES-128,96.56,4.329e-09,240,NONE
SESS-001630,2026-01-23 22:44:02,SENTINEL-9,GS-DELTA-4,UPLINK,DTN,2937,TELEMETRY,AES-256,93.16,3.504e-09,269,NONE
SESS-001631,2026-01-23 22:44:39,SENTINEL-9,GS-ALPHA-1,UPLINK,PROXIMITY-1,3699,HOUSEKEEPING,AES-256,92.1,4.595e-09,276,NONE
SESS-001632,2026-01-23 22:46:10,SENTINEL-9,GS-BRAVO-2,UPLINK,PROXIMITY-1,4085,TELEMETRY,AES-256,97.46,1.44e-10,251,NONE
SESS-001633,2026-01-23 22:46:56,SENTINEL-9,GS-DELTA-4,UPLINK,CCSDS,2985,PAYLOAD_DATA,AES-128,97.21,3.949e-09,255,NONE
SESS-001634,2026-01-23 22:48:08,SENTINEL-9,GS-CHARLIE-3,UPLINK,CCSDS,2192,COMMAND,AES-256,95.76,9.403e-09,255,NONE
SESS-001635,2026-01-23 22:48:39,SENTINEL-9,GS-ALPHA-1,DOWNLINK,CCSDS,2355,PAYLOAD_DATA,AES-256,95.43,9.946e-09,248,NONE
SESS-001636,2026-01-23 22:50:08,SENTINEL-9,GS-ALPHA-1,DOWNLINK,DTN,546,HOUSEKEEPING,AES-128,96.92,1.572e-09,246,NONE
SESS-001637,2026-01-23 22:52:10,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,DTN,1744,TELEMETRY,NONE,99.48,7.032e-09,268,NONE
SESS-001638,2026-01-23 22:52:54,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,DTN,3209,TELEMETRY,AES-256,92.45,6.356e-09,260,NONE
SESS-001639,2026-01-23 22:55:28,SENTINEL-9,GS-BRAVO-2,UPLINK,CCSDS,2221,HOUSEKEEPING,AES-256,96.97,7.49e-10,242,NONE
SESS-001640,2026-01-23 22:57:31,SENTINEL-9,GS-ALPHA-1,DOWNLINK,CCSDS,1033,COMMAND,AES-256,92.01,7.012e-09,243,NONE
SESS-001641,2026-01-23 22:58:02,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,PROXIMITY-1,2051,TELEMETRY,NONE,99.26,8.851e-09,278,NONE
SESS-001642,2026-01-23 23:00:35,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,DTN,536,COMMAND,AES-256,93.75,3.972e-09,241,NONE
SESS-001643,2026-01-23 23:03:06,SENTINEL-9,GS-BRAVO-2,UPLINK,DTN,2342,TELEMETRY,AES-256,97.99,5.44e-10,240,NONE
SESS-001644,2026-01-23 23:04:55,SENTINEL-9,GS-ALPHA-1,UPLINK,PROXIMITY-1,1702,TELEMETRY,AES-256,95.18,2.938e-09,240,NONE
SESS-001645,2026-01-23 23:07:19,SENTINEL-9,GS-BRAVO-2,DOWNLINK,CCSDS,668,COMMAND,NONE,92.02,3.205e-09,277,NONE
SESS-001646,2026-01-23 23:09:23,SENTINEL-9,GS-BRAVO-2,DOWNLINK,DTN,2016,HOUSEKEEPING,AES-128,92.42,1.304e-09,266,NONE
SESS-001647,2026-01-23 23:11:29,SENTINEL-9,GS-BRAVO-2,DOWNLINK,DTN,2022,COMMAND,AES-128,96.7,7.277e-09,244,NONE
SESS-001648,2026-01-23 23:14:00,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,DTN,2882,TELEMETRY,AES-256,97.46,8.842e-09,261,NONE
SESS-001649,2026-01-23 23:15:35,SENTINEL-9,GS-BRAVO-2,DOWNLINK,PROXIMITY-1,3158,PAYLOAD_DATA,NONE,92.5,6.973e-09,267,NONE
SESS-001650,2026-01-23 23:16:48,SENTINEL-9,GS-BRAVO-2,UPLINK,CCSDS,2403,COMMAND,AES-256,92.13,9.824e-09,265,NONE
SESS-001651,2026-01-23 23:17:21,SENTINEL-9,GS-ALPHA-1,DOWNLINK,CCSDS,2014,HOUSEKEEPING,AES-256,97.14,7.284e-09,251,NONE
SESS-001652,2026-01-23 23:18:29,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,CCSDS,3904,HOUSEKEEPING,AES-256,97.58,3.428e-09,263,NONE
SESS-001653,2026-01-23 23:19:47,SENTINEL-9,GS-DELTA-4,DOWNLINK,DTN,2983,TELEMETRY,AES-256,98.45,5.588e-09,273,NONE
SESS-001654,2026-01-23 23:20:21,SENTINEL-9,GS-BRAVO-2,UPLINK,PROXIMITY-1,2022,PAYLOAD_DATA,AES-128,93.97,6.569e-09,269,NONE
