task_id,scheduled_start,scheduled_end,satellite_id,activity_type,target_area,target_lat,target_lon,priority,requesting_unit,classification,status,notes
TASK-001649,2026-01-24 07:18:00,2026-01-24 07:40:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,NRO-OPS,UNCLASSIFIED,COMPLETED,
TASK-001650,2026-01-24 07:32:00,2026-01-24 07:44:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,EUCOM-J2,TOP SECRET,SCHEDULED,
TASK-001651,2026-01-24 07:51:00,2026-01-24 08:19:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,EUCOM-J2,SECRET,COMPLETED,
TASK-001652,2026-01-24 08:09:00,2026-01-24 08:16:00,SENTINEL-9,PRIMARY_COLLECTION,SVALBARD-MONITOR,78.23,15.63,MEDIUM,NRO-OPS,SECRET,COMPLETED,
TASK-001653,2026-01-24 08:23:00,2026-01-24 08:41:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-ECHO,77.43,45.18,LOW,NASIC,SECRET,COMPLETED,
TASK-001654,2026-01-24 08:37:00,2026-01-24 08:49:00,SENTINEL-9,PRIMARY_COLLECTION,SVALBARD-MONITOR,78.23,15.63,HIGH,NSA-SIGINT,SECRET,SCHEDULED,
TASK-001655,2026-01-24 08:55:00,2026-01-24 09:18:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-DELTA,71.64,150.21,MEDIUM,NASIC,SECRET,SCHEDULED,
TASK-001656,2026-01-24 09:06:00,2026-01-24 09:28:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-ALPHA,75.52,68.43,CRITICAL,NORAD,TOP SECRET,SCHEDULED,
TASK-001657,2026-01-24 09:24:00,2026-01-24 09:34:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-BRAVO,76.18,96.72,LOW,DIA-ANALYSIS,SECRET,IN_PROGRESS,
TASK-001658,2026-01-24 09:42:00,2026-01-24 09:47:00,SENTINEL-9,MAINTENANCE_WINDOW,FRANZ-JOSEF-LAND,80.12,52.73,LOW,DIA-ANALYSIS,UNCLASSIFIED,COMPLETED,
TASK-001659,2026-01-24 09:50:00,2026-01-24 10:09:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-ECHO,77.43,45.18,HIGH,NORAD,SECRET,IN_PROGRESS,
TASK-001660,2026-01-24 10:05:00,2026-01-24 10:29:00,SENTINEL-9,SECONDARY_COLLECTION,FRANZ-JOSEF-LAND,80.12,52.73,LOW,NORTHCOM-J2,SECRET,COMPLETED,
TASK-001661,2026-01-24 10:23:00,2026-01-24 10:42:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-ALPHA,75.52,68.43,HIGH,NASIC,TOP SECRET,COMPLETED,
TASK-001662,2026-01-24 10:34:00,2026-01-24 10:41:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-ECHO,77.43,45.18,MEDIUM,NORTHCOM-J2,UNCLASSIFIED,IN_PROGRESS,
TASK-001663,2026-01-24 10:53:00,2026-01-24 11:14:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-CHARLIE,73.85,125.33,MEDIUM,DIA-ANALYSIS,UNCLASSIFIED,SCHEDULED,
TASK-001664,2026-01-24 11:08:00,2026-01-24 11:25:00,SENTINEL-9,DOWNLINK_PASS,SVALBARD-MONITOR,78.23,15.63,MEDIUM,NASIC,SECRET,COMPLETED,
TASK-001665,2026-01-24 11:23:00,2026-01-24 11:42:00,SENTINEL-9,DOWNLINK_PASS,SVALBARD-MONITOR,78.23,15.63,HIGH,NASIC,UNCLASSIFIED,COMPLETED,
TASK-001666,2026-01-24 11:40:00,2026-01-24 11:56:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,NRO-OPS,UNCLASSIFIED,COMPLETED,
TASK-001667,2026-01-24 11:56:00,2026-01-24 12:06:00,SENTINEL-9,ATTITUDE_MANEUVER,SVALBARD-MONITOR,78.23,15.63,HIGH,USSPACECOM,SECRET,COMPLETED,
TASK-001668,2026-01-24 12:11:00,2026-01-24 12:22:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-DELTA,71.64,150.21,MEDIUM,NASIC,SECRET,COMPLETED,
TASK-001669,2026-01-24 12:21:00,2026-01-24 12:41:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-ECHO,77.43,45.18,HIGH,EUCOM-J2,SECRET,CANCELLED,
TASK-001670,2026-01-24 12:30:00,2026-01-24 12:44:00,SENTINEL-9,DOWNLINK_PASS,SVALBARD-MONITOR,78.23,15.63,CRITICAL,USSPACECOM,SECRET,COMPLETED,
TASK-001671,2026-01-24 12:48:00,2026-01-24 13:04:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,USSPACECOM,SECRET,COMPLETED,
TASK-001672,2026-01-24 13:07:00,2026-01-24 13:27:00,SENTINEL-9,SECONDARY_COLLECTION,SVALBARD-MONITOR,78.23,15.63,HIGH,EUCOM-J2,TOP SECRET,COMPLETED,
TASK-001673,2026-01-24 13:26:00,2026-01-24 13:44:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,EUCOM-J2,UNCLASSIFIED,COMPLETED,
TASK-001674,2026-01-24 13:44:00,2026-01-24 14:10:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-ECHO,77.43,45.18,MEDIUM,NRO-OPS,UNCLASSIFIED,IN_PROGRESS,
TASK-001675,2026-01-24 13:52:00,2026-01-24 14:02:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-DELTA,71.64,150.21,LOW,NSA-SIGINT,UNCLASSIFIED,COMPLETED,
TASK-001676,2026-01-24 14:05:00,2026-01-24 14:19:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-DELTA,71.64,150.21,MEDIUM,INDOPACOM-J2,TOP SECRET,COMPLETED,
TASK-001677,2026-01-24 14:24:00,2026-01-24 14:36:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-ALPHA,75.52,68.43,MEDIUM,USSPACECOM,SECRET,COMPLETED,
TASK-001678,2026-01-24 14:37:00,2026-01-24 14:59:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-BRAVO,76.18,96.72,HIGH,NASIC,SECRET,COMPLETED,
TASK-001679,2026-01-24 14:49:00,2026-01-24 15:13:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-ALPHA,75.52,68.43,LOW,NASIC,UNCLASSIFIED,SCHEDULED,
TASK-001680,2026-01-24 15:07:00,2026-01-24 15:29:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-DELTA,71.64,150.21,MEDIUM,EUCOM-J2,SECRET,COMPLETED,
TASK-001681,2026-01-24 15:21:00,2026-01-24 15:38:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,NORAD,SECRET,COMPLETED,
TASK-001682,2026-01-24 15:40:00,2026-01-24 15:56:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-ALPHA,75.52,68.43,MEDIUM,NSA-SIGINT,SECRET,COMPLETED,
TASK-001683,2026-01-24 15:48:00,2026-01-24 16:07:00,SENTINEL-9,ATTITUDE_MANEUVER,SVALBARD-MONITOR,78.23,15.63,LOW,NASIC,SECRET,COMPLETED,
TASK-001684,2026-01-24 15:59:00,2026-01-24 16:25:00,SENTINEL-9,ATTITUDE_MANEUVER,SVALBARD-MONITOR,78.23,15.63,HIGH,EUCOM-J2,SECRET,COMPLETED,
TASK-001685,2026-01-24 16:13:00,2026-01-24 16:35:00,SENTINEL-9,MAINTENANCE_WINDOW,NOVAYA-ZEMLYA-NORTH,76.95,67.58,LOW,NSA-SIGINT,TOP SECRET,COMPLETED,
TASK-001686,2026-01-24 16:29:00,2026-01-24 16:58:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-ECHO,77.43,45.18,LOW,NSA-SIGINT,TOP SECRET,COMPLETED,
TASK-001687,2026-01-24 16:40:00,2026-01-24 16:53:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-DELTA,71.64,150.21,LOW,EUCOM-J2,UNCLASSIFIED,COMPLETED,
TASK-001688,2026-01-24 16:58:00,2026-01-24 17:05:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-DELTA,71.64,150.21,CRITICAL,NORAD,TOP SECRET,COMPLETED,
TASK-001689,2026-01-24 17:11:00,2026-01-24 17:33:00,SENTINEL-9,MAINTENANCE_WINDOW,NOVAYA-ZEMLYA-NORTH,76.95,67.58,CRITICAL,EUCOM-J2,UNCLASSIFIED,SCHEDULED,
TASK-001690,2026-01-24 17:25:00,2026-01-24 17:44:00,SENTINEL-9,DOWNLINK_PASS,FRANZ-JOSEF-LAND,80.12,52.73,MEDIUM,DIA-ANALYSIS,UNCLASSIFIED,CANCELLED,
TASK-001691,2026-01-24 17:42:00,2026-01-24 18:11:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-DELTA,71.64,150.21,HIGH,NRO-OPS,SECRET,COMPLETED,
TASK-001692,2026-01-24 17:52:00,2026-01-24 17:59:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-ECHO,77.43,45.18,HIGH,NORTHCOM-J2,TOP SECRET,COMPLETED,
TASK-001693,2026-01-24 18:01:00,2026-01-24 18:13:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-ALPHA,75.52,68.43,HIGH,NORAD,SECRET,IN_PROGRESS,
TASK-001694,2026-01-24 18:10:00,2026-01-24 18:15:00,SENTINEL-9,PRIMARY_COLLECTION,SVALBARD-MONITOR,78.23,15.63,HIGH,NSA-SIGINT,SECRET,COMPLETED,
TASK-001695,2026-01-24 18:25:00,2026-01-24 18:47:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-CHARLIE,73.85,125.33,HIGH,NASIC,UNCLASSIFIED,CANCELLED,
TASK-001696,2026-01-24 18:44:00,2026-01-24 19:01:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-CHARLIE,73.85,125.33,LOW,USSPACECOM,SECRET,COMPLETED,
TASK-001697,2026-01-24 18:57:00,2026-01-24 19:08:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-CHARLIE,73.85,125.33,CRITICAL,EUCOM-J2,SECRET,IN_PROGRESS,
TASK-001698,2026-01-24 19:08:00,2026-01-24 19:37:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,EUCOM-J2,UNCLASSIFIED,COMPLETED,
TASK-001699,2026-01-24 19:21:00,2026-01-24 19:27:00,SENTINEL-9,CALIBRATION,FRANZ-JOSEF-LAND,80.12,52.73,MEDIUM,NSA-SIGINT,SECRET,COMPLETED,
TASK-001700,2026-01-24 19:33:00,2026-01-24 19:42:00,SENTINEL-9,MAINTENANCE_WINDOW,FRANZ-JOSEF-LAND,80.12,52.73,HIGH,NSA-SIGINT,UNCLASSIFIED,SCHEDULED,
TASK-001701,2026-01-24 19:46:00,2026-01-24 19:51:00,SENTINEL-9,PRIMARY_COLLECTION,FRANZ-JOSEF-LAND,80.12,52.73,MEDIUM,NSA-SIGINT,SECRET,COMPLETED,
TASK-001702,2026-01-24 19:59:00,2026-01-24 20:22:00,SENTINEL-9,MAINTENANCE_WINDOW,FRANZ-JOSEF-LAND,80.12,52.73,MEDIUM,INDOPACOM-J2,SECRET,COMPLETED,
TASK-001703,2026-01-24 20:13:00,2026-01-24 20:18:00,SENTINEL-9,DOWNLINK_PASS,NOVAYA-ZEMLYA-NORTH,76.95,67.58,CRITICAL,NSA-SIGINT,UNCLASSIFIED,SCHEDULED,
TASK-001704,2026-01-24 20:30:00,2026-01-24 20:54:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,INDOPACOM-J2,SECRET,SCHEDULED,
TASK-001705,2026-01-24 20:49:00,2026-01-24 20:57:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-ECHO,77.43,45.18,LOW,EUCOM-J2,UNCLASSIFIED,COMPLETED,
TASK-001706,2026-01-24 21:02:00,2026-01-24 21:18:00,SENTINEL-9,MAINTENANCE_WINDOW,FRANZ-JOSEF-LAND,80.12,52.73,MEDIUM,NRO-OPS,SECRET,COMPLETED,
TASK-001707,2026-01-24 21:21:00,2026-01-24 21:47:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-ECHO,77.43,45.18,LOW,NASIC,TOP SECRET,IN_PROGRESS,
TASK-001708,2026-01-24 21:38:00,2026-01-24 21:44:00,SENTINEL-9,MAINTENANCE_WINDOW,SVALBARD-MONITOR,78.23,15.63,MEDIUM,USSPACECOM,TOP SECRET,COMPLETED,
TASK-001709,2026-01-24 21:56:00,2026-01-24 22:20:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-ALPHA,75.52,68.43,MEDIUM,INDOPACOM-J2,UNCLASSIFIED,COMPLETED,
TASK-001710,2026-01-24 22:12:00,2026-01-24 22:20:00,SENTINEL-9,SECONDARY_COLLECTION,NOVAYA-ZEMLYA-NORTH,76.95,67.58,CRITICAL,NORAD,TOP SECRET,COMPLETED,
TASK-001711,2026-01-24 22:25:00,2026-01-24 22:30:00,SENTINEL-9,DOWNLINK_PASS,SVALBARD-MONITOR,78.23,15.63,MEDIUM,NRO-OPS,TOP SECRET,SCHEDULED,
TASK-001712,2026-01-24 22:44:00,2026-01-24 22:57:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-ECHO,77.43,45.18,MEDIUM,NORTHCOM-J2,UNCLASSIFIED,COMPLETED,
TASK-001713,2026-01-24 23:01:00,2026-01-24 23:10:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-BRAVO,76.18,96.72,HIGH,NRO-OPS,SECRET,COMPLETED,
TASK-001714,2026-01-24 23:09:00,2026-01-24 23:25:00,SENTINEL-9,ATTITUDE_MANEUVER,SVALBARD-MONITOR,78.23,15.63,HIGH,NASIC,SECRET,COMPLETED,
TASK-001715,2026-01-24 23:24:00,2026-01-24 23:38:00,SENTINEL-9,PRIMARY_COLLECTION,NOVAYA-ZEMLYA-NORTH,76.95,67.58,MEDIUM,NSA-SIGINT,SECRET,COMPLETED,
TASK-001716,2026-01-24 23:38:00,2026-01-24 23:47:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-BRAVO,76.18,96.72,HIGH,INDOPACOM-J2,UNCLASSIFIED,COMPLETED,
TASK-001717,2026-01-24 23:57:00,2026-01-25 00:25:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-ECHO,77.43,45.18,LOW,NORTHCOM-J2,SECRET,SCHEDULED,
TASK-001718,2026-01-25 00:05:00,2026-01-25 00:14:00,SENTINEL-9,SECONDARY_COLLECTION,FRANZ-JOSEF-LAND,80.12,52.73,MEDIUM,NASIC,SECRET,COMPLETED,
TASK-001719,2026-01-25 00:19:00,2026-01-25 00:44:00,SENTINEL-9,MAINTENANCE_WINDOW,FRANZ-JOSEF-LAND,80.12,52.73,LOW,NRO-OPS,TOP SECRET,COMPLETED,
TASK-001720,2026-01-25 00:33:00,2026-01-25 00:45:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,DIA-ANALYSIS,SECRET,COMPLETED,
TASK-001721,2026-01-25 00:42:00,2026-01-25 01:08:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-DELTA,71.64,150.21,MEDIUM,EUCOM-J2,SECRET,COMPLETED,
TASK-001722,2026-01-25 00:54:00,2026-01-25 01:03:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-ALPHA,75.52,68.43,LOW,DIA-ANALYSIS,UNCLASSIFIED,SCHEDULED,
TASK-001723,2026-01-25 01:11:00,2026-01-25 01:26:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-CHARLIE,73.85,125.33,HIGH,NASIC,SECRET,COMPLETED,
TASK-001724,2026-01-25 01:21:00,2026-01-25 01:41:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-CHARLIE,73.85,125.33,MEDIUM,NRO-OPS,SECRET,IN_PROGRESS,
TASK-001725,2026-01-25 01:34:00,2026-01-25 01:51:00,SENTINEL-9,ATTITUDE_MANEUVER,FRANZ-JOSEF-LAND,80.12,52.73,HIGH,NORAD,SECRET,COMPLETED,
TASK-001726,2026-01-25 01:45:00,2026-01-25 02:13:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,NORTHCOM-J2,UNCLASSIFIED,COMPLETED,
TASK-001727,2026-01-25 02:00:00,2026-01-25 02:05:00,SENTINEL-9,CALIBRATION,NOVAYA-ZEMLYA-NORTH,76.95,67.58,MEDIUM,NSA-SIGINT,TOP SECRET,CANCELLED,
TASK-001728,2026-01-25 02:09:00,2026-01-25 02:15:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-ECHO,77.43,45.18,MEDIUM,DIA-ANALYSIS,SECRET,SCHEDULED,
TASK-001729,2026-01-25 02:17:00,2026-01-25 02:28:00,SENTINEL-9,DOWNLINK_PASS,NOVAYA-ZEMLYA-NORTH,76.95,67.58,MEDIUM,DIA-ANALYSIS,SECRET,SCHEDULED,
TASK-001730,2026-01-25 02:32:00,2026-01-25 02:58:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-CHARLIE,73.85,125.33,MEDIUM,NORAD,SECRET,SCHEDULED,
TASK-001731,2026-01-25 02:45:00,2026-01-25 03:14:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-DELTA,71.64,150.21,MEDIUM,NASIC,SECRET,IN_PROGRESS,
TASK-001732,2026-01-25 02:55:00,2026-01-25 03:21:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-CHARLIE,73.85,125.33,MEDIUM,USSPACECOM,SECRET,SCHEDULED,
TASK-001733,2026-01-25 03:14:00,2026-01-25 03:31:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-ALPHA,75.52,68.43,MEDIUM,NASIC,SECRET,COMPLETED,
TASK-001734,2026-01-25 03:28:00,2026-01-25 03:46:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-ECHO,77.43,45.18,MEDIUM,INDOPACOM-J2,SECRET,COMPLETED,
TASK-001735,2026-01-25 03:46:00,2026-01-25 04:05:00,SENTINEL-9,DOWNLINK_PASS,NOVAYA-ZEMLYA-NORTH,76.95,67.58,LOW,NORTHCOM-J2,TOP SECRET,COMPLETED,
TASK-001736,2026-01-25 04:01:00,2026-01-25 04:24:00,SENTINEL-9,ATTITUDE_MANEUVER,NOVAYA-ZEMLYA-NORTH,76.95,67.58,HIGH,INDOPACOM-J2,SECRET,COMPLETED,
TASK-001737,2026-01-25 04:11:00,2026-01-25 04:24:00,SENTINEL-9,CALIBRATION,FRANZ-JOSEF-LAND,80.12,52.73,HIGH,NRO-OPS,SECRET,SCHEDULED,
TASK-001738,2026-01-25 04:26:00,2026-01-25 04:35:00,SENTINEL-9,DOWNLINK_PASS,SVALBARD-MONITOR,78.23,15.63,LOW,EUCOM-J2,SECRET,COMPLETED,
TASK-001739,2026-01-25 04:40:00,2026-01-25 04:53:00,SENTINEL-9,SECONDARY_COLLECTION,SVALBARD-MONITOR,78.23,15.63,LOW,NRO-OPS,SECRET,COMPLETED,
TASK-001740,2026-01-25 04:58:00,2026-01-25 05:20:00,SENTINEL-9,DOWNLINK_PASS,SVALBARD-MONITOR,78.23,15.63,LOW,NORTHCOM-J2,UNCLASSIFIED,SCHEDULED,
TASK-001741,2026-01-25 05:09:00,2026-01-25 05:37:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-CHARLIE,73.85,125.33,MEDIUM,NORTHCOM-J2,SECRET,CANCELLED,
TASK-001742,2026-01-25 05:17:00,2026-01-25 05:45:00,SENTINEL-9,MAINTENANCE_WINDOW,NOVAYA-ZEMLYA-NORTH,76.95,67.58,MEDIUM,DIA-ANALYSIS,SECRET,COMPLETED,
TASK-001743,2026-01-25 05:26:00,2026-01-25 05:48:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-CHARLIE,73.85,125.33,LOW,EUCOM-J2,SECRET,IN_PROGRESS,
TASK-001744,2026-01-25 05:35:00,2026-01-25 05:40:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-ECHO,77.43,45.18,MEDIUM,EUCOM-J2,UNCLASSIFIED,COMPLETED,
TASK-001745,2026-01-25 05:44:00,2026-01-25 06:11:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-BRAVO,76.18,96.72,LOW,INDOPACOM-J2,UNCLASSIFIED,COMPLETED,
TASK-001746,2026-01-25 05:56:00,2026-01-25 06:24:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-BRAVO,76.18,96.72,HIGH,DIA-ANALYSIS,UNCLASSIFIED,CANCELLED,
TASK-001747,2026-01-25 06:11:00,2026-01-25 06:38:00,SENTINEL-9,CALIBRATION,NOVAYA-ZEMLYA-NORTH,76.95,67.58,MEDIUM,DIA-ANALYSIS,UNCLASSIFIED,SCHEDULED,
TASK-001748,2026-01-25 06:30:00,2026-01-25 06:40:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-ALPHA,75.52,68.43,HIGH,NSA-SIGINT,SECRET,SCHEDULED,
TASK-001749,2026-01-25 06:42:00,2026-01-25 06:48:00,SENTINEL-9,SECONDARY_COLLECTION,NOVAYA-ZEMLYA-NORTH,76.95,67.58,MEDIUM,NASIC,UNCLASSIFIED,SCHEDULED,
TASK-001750,2026-01-25 07:00:00,2026-01-25 07:06:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-DELTA,71.64,150.21,MEDIUM,NORTHCOM-J2,UNCLASSIFIED,SCHEDULED,
TASK-001751,2026-01-25 07:14:00,2026-01-25 07:39:00,SENTINEL-9,ATTITUDE_MANEUVER,FRANZ-JOSEF-LAND,80.12,52.73,MEDIUM,INDOPACOM-J2,TOP SECRET,COMPLETED,
TASK-001752,2026-01-25 07:25:00,2026-01-25 07:54:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-DELTA,71.64,150.21,LOW,EUCOM-J2,SECRET,SCHEDULED,
TASK-001753,2026-01-25 07:40:00,2026-01-25 08:02:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-DELTA,71.64,150.21,MEDIUM,DIA-ANALYSIS,SECRET,COMPLETED,
TASK-001754,2026-01-25 07:56:00,2026-01-25 08:03:00,SENTINEL-9,CALIBRATION,SVALBARD-MONITOR,78.23,15.63,MEDIUM,NSA-SIGINT,UNCLASSIFIED,COMPLETED,
TASK-001755,2026-01-25 08:13:00,2026-01-25 08:41:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-DELTA,71.64,150.21,MEDIUM,DIA-ANALYSIS,UNCLASSIFIED,COMPLETED,
TASK-001756,2026-01-25 08:26:00,2026-01-25 08:42:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-ALPHA,75.52,68.43,MEDIUM,USSPACECOM,SECRET,COMPLETED,
TASK-001757,2026-01-25 08:38:00,2026-01-25 08:46:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,DIA-ANALYSIS,SECRET,COMPLETED,
TASK-001758,2026-01-25 08:57:00,2026-01-25 09:07:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-BRAVO,76.18,96.72,HIGH,NSA-SIGINT,SECRET,COMPLETED,
TASK-001759,2026-01-25 09:15:00,2026-01-25 09:30:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-ALPHA,75.52,68.43,LOW,USSPACECOM,TOP SECRET,COMPLETED,
TASK-001760,2026-01-25 09:30:00,2026-01-25 09:54:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-ALPHA,75.52,68.43,MEDIUM,NORAD,SECRET,CANCELLED,
TASK-001761,2026-01-25 09:43:00,2026-01-25 09:53:00,SENTINEL-9,SECONDARY_COLLECTION,FRANZ-JOSEF-LAND,80.12,52.73,LOW,NRO-OPS,TOP SECRET,COMPLETED,
TASK-001762,2026-01-25 09:53:00,2026-01-25 10:20:00,SENTINEL-9,CALIBRATION,NOVAYA-ZEMLYA-NORTH,76.95,67.58,MEDIUM,NASIC,SECRET,COMPLETED,
TASK-001763,2026-01-25 10:07:00,2026-01-25 10:14:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-ECHO,77.43,45.18,LOW,DIA-ANALYSIS,UNCLASSIFIED,COMPLETED,
TASK-001764,2026-01-25 10:21:00,2026-01-25 10:49:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-CHARLIE,73.85,125.33,MEDIUM,USSPACECOM,TOP SECRET,COMPLETED,
TASK-001765,2026-01-25 10:30:00,2026-01-25 10:47:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-DELTA,71.64,150.21,LOW,DIA-ANALYSIS,SECRET,COMPLETED,
TASK-001766,2026-01-25 10:41:00,2026-01-25 10:59:00,SENTINEL-9,MAINTENANCE_WINDOW,SVALBARD-MONITOR,78.23,15.63,MEDIUM,NSA-SIGINT,SECRET,COMPLETED,
TASK-001767,2026-01-25 11:00:00,2026-01-25 11:24:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-BRAVO,76.18,96.72,HIGH,NSA-SIGINT,SECRET,COMPLETED,
TASK-001768,2026-01-25 11:18:00,2026-01-25 11:26:00,SENTINEL-9,ATTITUDE_MANEUVER,SVALBARD-MONITOR,78.23,15.63,MEDIUM,NRO-OPS,SECRET,COMPLETED,
TASK-001769,2026-01-25 11:26:00,2026-01-25 11:37:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-DELTA,71.64,150.21,CRITICAL,NORTHCOM-J2,SECRET,COMPLETED,
TASK-001770,2026-01-25 11:36:00,2026-01-25 12:00:00,SENTINEL-9,PRIMARY_COLLECTION,SVALBARD-MONITOR,78.23,15.63,MEDIUM,EUCOM-J2,SECRET,COMPLETED,
TASK-001771,2026-01-25 11:49:00,2026-01-25 12:10:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-CHARLIE,73.85,125.33,MEDIUM,EUCOM-J2,UNCLASSIFIED,CANCELLED,
TASK-001772,2026-01-25 12:06:00,2026-01-25 12:15:00,SENTINEL-9,MAINTENANCE_WINDOW,NOVAYA-ZEMLYA-NORTH,76.95,67.58,LOW,INDOPACOM-J2,UNCLASSIFIED,COMPLETED,
TASK-001773,2026-01-25 12:17:00,2026-01-25 12:23:00,SENTINEL-9,DOWNLINK_PASS,NOVAYA-ZEMLYA-NORTH,76.95,67.58,MEDIUM,DIA-ANALYSIS,UNCLASSIFIED,COMPLETED,
