command_id,timestamp,satellite_id,command_type,source_station_id,source_station_location,operator_id,auth_token_hash,target_lat,target_lon,target_name,priority,response_code,execution_status,execution_duration_ms
CMD-001627,2026-01-26 04:16:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-UNKNOWN-7,UNKNOWN,UNKNOWN,DBD0376FA1A8BEF7,15.0809,117.85,UNKNOWN-TARGET-3,ROUTINE,ACK_SUCCESS,EXECUTED,430
CMD-001628,2026-01-26 04:21:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-ALPHA-1,"Thule, Greenland",OP-RODRIGUEZ,7E6C891E036E40B0,75.5178,68.4896,NSR-WAYPOINT-ALPHA,ROUTINE,ACK_SUCCESS,EXECUTED,164
CMD-001629,2026-01-26 04:29:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-UNKNOWN-7,UNKNOWN,UNKNOWN,C664AB2B43D33124,16.5341,112.3776,UNKNOWN-TARGET-1,ROUTINE,ACK_SUCCESS,EXECUTED,384
CMD-001630,2026-01-26 04:36:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-CHARLIE-3,"Svalbard, Norway",OP-TANAKA,E5085346D3BAA6DF,75.4672,68.4048,NSR-WAYPOINT-ALPHA,ROUTINE,ACK_SUCCESS,EXECUTED,273
CMD-001631,2026-01-26 04:40:00,SENTINEL-9,CONFIG_UPDATE,GS-BRAVO-2,"Fairbanks, Alaska",OP-TANAKA,B84CDED22155FD71,75.561,68.3611,NSR-WAYPOINT-ALPHA,ROUTINE,ACK_SUCCESS,EXECUTED,391
CMD-001632,2026-01-26 04:46:00,SENTINEL-9,CONFIG_UPDATE,GS-BRAVO-2,"Fairbanks, Alaska",OP-CHEN,D9625F4FBECB8448,77.011,67.6073,NOVAYA-ZEMLYA-NORTH,PRIORITY,ACK_SUCCESS,EXECUTED,208
CMD-001633,2026-01-26 04:51:00,SENTINEL-9,SAFE_MODE_CHECK,GS-ALPHA-1,"Thule, Greenland",OP-KOWALSKI,E3584C2CF958ABDD,75.5752,68.4739,NSR-WAYPOINT-ALPHA,ROUTINE,ACK_SUCCESS,EXECUTED,149
CMD-001634,2026-01-26 04:55:00,SENTINEL-9,CONFIG_UPDATE,GS-BRAVO-2,"Fairbanks, Alaska",OP-CHEN,A00E4E11EC118432,80.2117,52.704,FRANZ-JOSEF-LAND,PRIORITY,ACK_SUCCESS,EXECUTED,271
CMD-001635,2026-01-26 05:00:00,SENTINEL-9,SAFE_MODE_CHECK,GS-DELTA-4,"McMurdo, Antarctica",OP-RODRIGUEZ,A924946F02EC2A37,77.4378,45.2126,NSR-WAYPOINT-ECHO,PRIORITY,ACK_SUCCESS,EXECUTED,432
CMD-001636,2026-01-26 05:08:00,SENTINEL-9,DOWNLINK_SCHEDULE,GS-CHARLIE-3,"Svalbard, Norway",OP-RODRIGUEZ,F933D94908F4346D,73.9475,125.3045,NSR-WAYPOINT-CHARLIE,ROUTINE,ACK_SUCCESS,EXECUTED,127
CMD-001637,2026-01-26 05:18:00,SENTINEL-9,TELEMETRY_REQUEST,GS-CHARLIE-3,"Svalbard, Norway",OP-TANAKA,BBDBB4EF1EE6F17E,80.1554,52.7474,FRANZ-JOSEF-LAND,PRIORITY,ACK_SUCCESS,EXECUTED,213
CMD-001638,2026-01-26 05:24:00,SENTINEL-9,CALIBRATION,GS-DELTA-4,"McMurdo, Antarctica",OP-KOWALSKI,93B5BE8141E02D1E,80.0743,52.7004,FRANZ-JOSEF-LAND,ROUTINE,ACK_SUCCESS,EXECUTED,242
CMD-001639,2026-01-26 05:33:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-BRAVO-2,"Fairbanks, Alaska",OP-CHEN,D870732095920AA7,71.5481,150.2754,NSR-WAYPOINT-DELTA,ROUTINE,ACK_SUCCESS,EXECUTED,177
CMD-001640,2026-01-26 05:39:00,SENTINEL-9,ATTITUDE_ADJUST,GS-BRAVO-2,"Fairbanks, Alaska",OP-TANAKA,3A53DBA771C333BB,77.0039,67.6724,NOVAYA-ZEMLYA-NORTH,PRIORITY,ACK_SUCCESS,EXECUTED,495
CMD-001641,2026-01-26 05:50:00,SENTINEL-9,CONFIG_UPDATE,GS-CHARLIE-3,"Svalbard, Norway",OP-RODRIGUEZ,5234651739C8216F,80.185,52.7988,FRANZ-JOSEF-LAND,ROUTINE,ACK_SUCCESS,EXECUTED,453
CMD-001642,2026-01-26 05:58:00,SENTINEL-9,TELEMETRY_REQUEST,GS-BRAVO-2,"Fairbanks, Alaska",OP-CHEN,ECAD6122552C2024,75.5859,68.4973,NSR-WAYPOINT-ALPHA,PRIORITY,ACK_SUCCESS,EXECUTED,482
CMD-001643,2026-01-26 06:04:00,SENTINEL-9,SAFE_MODE_CHECK,GS-CHARLIE-3,"Svalbard, Norway",OP-TANAKA,480A83D8A78C58D8,78.2442,15.5321,SVALBARD-MONITOR,PRIORITY,ACK_SUCCESS,EXECUTED,158
CMD-001644,2026-01-26 06:07:00,SENTINEL-9,CONFIG_UPDATE,GS-DELTA-4,"McMurdo, Antarctica",OP-MUELLER,4019980728705964,80.0304,52.6376,FRANZ-JOSEF-LAND,ROUTINE,ACK_SUCCESS,EXECUTED,307
CMD-001645,2026-01-26 06:10:00,SENTINEL-9,CONFIG_UPDATE,GS-BRAVO-2,"Fairbanks, Alaska",OP-TANAKA,945EFD51EE9528C8,73.8725,125.3912,NSR-WAYPOINT-CHARLIE,ROUTINE,ACK_SUCCESS,EXECUTED,497
CMD-001646,2026-01-26 06:13:00,SENTINEL-9,CONFIG_UPDATE,GS-ALPHA-1,"Thule, Greenland",OP-CHEN,96CDC875D1A87A15,71.6657,150.2568,NSR-WAYPOINT-DELTA,ROUTINE,ACK_SUCCESS,EXECUTED,199
CMD-001647,2026-01-26 06:15:00,SENTINEL-9,ATTITUDE_ADJUST,GS-CHARLIE-3,"Svalbard, Norway",OP-RODRIGUEZ,05264B36E7678440,75.5186,68.4567,NSR-WAYPOINT-ALPHA,ROUTINE,ACK_SUCCESS,EXECUTED,413
CMD-001648,2026-01-26 06:17:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-CHARLIE-3,"Svalbard, Norway",OP-CHEN,A32FA64120233BF8,78.1977,15.621,SVALBARD-MONITOR,ROUTINE,ACK_SUCCESS,EXECUTED,255
CMD-001649,2026-01-26 06:19:00,SENTINEL-9,SAFE_MODE_CHECK,GS-BRAVO-2,"Fairbanks, Alaska",OP-TANAKA,DD4A18578D6F80C8,73.881,125.2981,NSR-WAYPOINT-CHARLIE,ROUTINE,ACK_SUCCESS,EXECUTED,318
CMD-001650,2026-01-26 06:21:00,SENTINEL-9,IMAGE_CAPTURE,GS-DELTA-4,"McMurdo, Antarctica",OP-CHEN,B257231179272D40,78.3271,15.695,SVALBARD-MONITOR,URGENT,ACK_SUCCESS,EXECUTED,324
CMD-001651,2026-01-26 06:23:00,SENTINEL-9,CONFIG_UPDATE,GS-DELTA-4,"McMurdo, Antarctica",OP-JENSEN,92F46B1294BF2A3D,75.6143,68.4045,NSR-WAYPOINT-ALPHA,ROUTINE,ACK_SUCCESS,EXECUTED,115
CMD-001652,2026-01-26 06:27:00,SENTINEL-9,IMAGE_CAPTURE,GS-DELTA-4,"McMurdo, Antarctica",OP-CHEN,B52F7B2C854A95A1,78.2028,15.5423,SVALBARD-MONITOR,PRIORITY,ACK_SUCCESS,EXECUTED,259
CMD-001653,2026-01-26 06:29:00,SENTINEL-9,CALIBRATION,GS-ALPHA-1,"Thule, Greenland",OP-CHEN,501949F3C1BF5CEB,77.447,45.123,NSR-WAYPOINT-ECHO,PRIORITY,ACK_SUCCESS,EXECUTED,468
CMD-001654,2026-01-26 06:31:00,SENTINEL-9,CALIBRATION,GS-UNKNOWN-7,UNKNOWN,UNKNOWN,39E7E2BA89ED8A90,11.833,109.4583,UNKNOWN-TARGET-4,ROUTINE,ACK_SUCCESS,EXECUTED,51
CMD-001655,2026-01-26 06:35:00,SENTINEL-9,SAFE_MODE_CHECK,GS-CHARLIE-3,"Svalbard, Norway",OP-CHEN,3E525F031DDC2EED,71.6524,150.1127,NSR-WAYPOINT-DELTA,ROUTINE,ACK_SUCCESS,EXECUTED,404
CMD-001656,2026-01-26 06:37:00,SENTINEL-9,ATTITUDE_ADJUST,GS-ALPHA-1,"Thule, Greenland",OP-JENSEN,7F17B36D92970265,77.3779,45.1174,NSR-WAYPOINT-ECHO,ROUTINE,ACK_SUCCESS,EXECUTED,407
CMD-001657,2026-01-26 06:40:00,SENTINEL-9,ATTITUDE_ADJUST,GS-CHARLIE-3,"Svalbard, Norway",OP-CHEN,072595593198AA4C,73.9032,125.3191,NSR-WAYPOINT-CHARLIE,ROUTINE,ACK_SUCCESS,EXECUTED,193
CMD-001658,2026-01-26 06:42:00,SENTINEL-9,CONFIG_UPDATE,GS-BRAVO-2,"Fairbanks, Alaska",OP-JENSEN,2FBC5CCE8AA5B47E,80.0266,52.7237,FRANZ-JOSEF-LAND,PRIORITY,ACK_SUCCESS,EXECUTED,56
CMD-001659,2026-01-26 06:44:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-UNKNOWN-7,UNKNOWN,UNKNOWN,B1EC65B491B5EF9D,16.4845,112.3986,UNKNOWN-TARGET-1,ROUTINE,ACK_SUCCESS,EXECUTED,495
CMD-001660,2026-01-26 06:47:00,SENTINEL-9,IMAGE_CAPTURE,GS-BRAVO-2,"Fairbanks, Alaska",OP-MUELLER,49FD984708FFBCC8,71.6343,150.3013,NSR-WAYPOINT-DELTA,ROUTINE,ACK_SUCCESS,EXECUTED,199
CMD-001661,2026-01-26 06:50:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-DELTA-4,"McMurdo, Antarctica",OP-RODRIGUEZ,EB7DF7C726ED20B2,73.8354,125.333,NSR-WAYPOINT-CHARLIE,ROUTINE,ACK_SUCCESS,EXECUTED,141
CMD-001662,2026-01-26 06:53:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-CHARLIE-3,"Svalbard, Norway",OP-CHEN,091225680B5A41C8,77.342,45.1776,NSR-WAYPOINT-ECHO,PRIORITY,ACK_SUCCESS,EXECUTED,254
CMD-001663,2026-01-26 06:56:00,SENTINEL-9,SAFE_MODE_CHECK,GS-ALPHA-1,"Thule, Greenland",OP-CHEN,ABCE8F4660944201,77.5139,45.2107,NSR-WAYPOINT-ECHO,ROUTINE,ACK_SUCCESS,EXECUTED,303
CMD-001664,2026-01-26 06:58:00,SENTINEL-9,SAFE_MODE_CHECK,GS-BRAVO-2,"Fairbanks, Alaska",OP-TANAKA,3DBBB6B30414C5E2,76.1999,96.7333,NSR-WAYPOINT-BRAVO,ROUTINE,ACK_SUCCESS,EXECUTED,53
CMD-001665,2026-01-26 07:01:00,SENTINEL-9,ATTITUDE_ADJUST,GS-BRAVO-2,"Fairbanks, Alaska",OP-MUELLER,0A70198B739D4120,77.4114,45.1797,NSR-WAYPOINT-ECHO,ROUTINE,ACK_SUCCESS,EXECUTED,311
CMD-001666,2026-01-26 07:04:00,SENTINEL-9,SAFE_MODE_CHECK,GS-DELTA-4,"McMurdo, Antarctica",OP-KOWALSKI,08DBF151B7DF46C3,77.4503,45.1495,NSR-WAYPOINT-ECHO,ROUTINE,ACK_SUCCESS,EXECUTED,259
CMD-001667,2026-01-26 07:08:00,SENTINEL-9,SAFE_MODE_CHECK,GS-CHARLIE-3,"Svalbard, Norway",OP-JENSEN,667B8A996DF6AA2A,75.4568,68.5183,NSR-WAYPOINT-ALPHA,ROUTINE,ACK_SUCCESS,EXECUTED,471
CMD-001668,2026-01-26 07:11:00,SENTINEL-9,CALIBRATION,GS-DELTA-4,"McMurdo, Antarctica",OP-JENSEN,D67BC1B1F87FC703,78.1739,15.6264,SVALBARD-MONITOR,ROUTINE,ACK_SUCCESS,EXECUTED,188
CMD-001669,2026-01-26 07:14:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-ALPHA-1,"Thule, Greenland",OP-JENSEN,0B5B432482F1ADDB,78.2146,15.7019,SVALBARD-MONITOR,ROUTINE,ACK_SUCCESS,EXECUTED,490
CMD-001670,2026-01-26 07:18:00,SENTINEL-9,IMAGE_CAPTURE,GS-ALPHA-1,"Thule, Greenland",OP-MUELLER,9F835B21C55A2F4E,80.1516,52.6726,FRANZ-JOSEF-LAND,ROUTINE,ACK_SUCCESS,EXECUTED,370
CMD-001671,2026-01-26 07:22:00,SENTINEL-9,TELEMETRY_REQUEST,GS-BRAVO-2,"Fairbanks, Alaska",OP-JENSEN,C43002776932E384,80.0378,52.6843,FRANZ-JOSEF-LAND,PRIORITY,ACK_SUCCESS,EXECUTED,113
CMD-001672,2026-01-26 07:24:00,SENTINEL-9,DOWNLINK_SCHEDULE,GS-CHARLIE-3,"Svalbard, Norway",OP-KOWALSKI,2B7AB30C96254419,78.2654,15.6696,SVALBARD-MONITOR,ROUTINE,ACK_SUCCESS,EXECUTED,460
CMD-001673,2026-01-26 07:28:00,SENTINEL-9,SAFE_MODE_CHECK,GS-ALPHA-1,"Thule, Greenland",OP-RODRIGUEZ,40274182513A5C54,80.1375,52.7659,FRANZ-JOSEF-LAND,ROUTINE,ACK_SUCCESS,EXECUTED,292
CMD-001674,2026-01-26 07:30:00,SENTINEL-9,DOWNLINK_SCHEDULE,GS-ALPHA-1,"Thule, Greenland",OP-JENSEN,ED5AF3C13A15A2E2,80.1512,52.654,FRANZ-JOSEF-LAND,PRIORITY,ACK_SUCCESS,EXECUTED,397
CMD-001675,2026-01-26 07:34:00,SENTINEL-9,CONFIG_UPDATE,GS-DELTA-4,"McMurdo, Antarctica",OP-RODRIGUEZ,D3A45BD14DEB73B1,77.3792,45.2527,NSR-WAYPOINT-ECHO,ROUTINE,ACK_SUCCESS,EXECUTED,397
CMD-001676,2026-01-26 07:38:00,SENTINEL-9,IMAGE_CAPTURE,GS-DELTA-4,"McMurdo, Antarctica",OP-KOWALSKI,FAED3F93384B0A6A,77.5064,45.2701,NSR-WAYPOINT-ECHO,PRIORITY,ACK_SUCCESS,EXECUTED,56
CMD-001677,2026-01-26 07:40:00,SENTINEL-9,CALIBRATION,GS-DELTA-4,"McMurdo, Antarctica",OP-CHEN,80EB601B59A3B494,78.2385,15.6042,SVALBARD-MONITOR,ROUTINE,ACK_SUCCESS,EXECUTED,345
CMD-001678,2026-01-26 07:44:00,SENTINEL-9,TELEMETRY_REQUEST,GS-BRAVO-2,"Fairbanks, Alaska",OP-MUELLER,EE379F88ECA3420A,80.1169,52.7186,FRANZ-JOSEF-LAND,ROUTINE,ACK_SUCCESS,EXECUTED,276
CMD-001679,2026-01-26 07:46:00,SENTINEL-9,DOWNLINK_SCHEDULE,GS-ALPHA-1,"Thule, Greenland",OP-KOWALSKI,20E775A2443D9040,76.8792,67.5906,NOVAYA-ZEMLYA-NORTH,ROUTINE,ACK_SUCCESS,EXECUTED,80
CMD-001680,2026-01-26 07:50:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-BRAVO-2,"Fairbanks, Alaska",OP-MUELLER,A6B3ECFB55E8E927,71.5563,150.2861,NSR-WAYPOINT-DELTA,ROUTINE,ACK_SUCCESS,EXECUTED,224
CMD-001681,2026-01-26 07:53:00,SENTINEL-9,CALIBRATION,GS-DELTA-4,"McMurdo, Antarctica",OP-KOWALSKI,3D3A7DA6743AE197,75.5566,68.3915,NSR-WAYPOINT-ALPHA,ROUTINE,ACK_SUCCESS,EXECUTED,255
CMD-001682,2026-01-26 07:57:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-CHARLIE-3,"Svalbard, Norway",OP-MUELLER,3896F85BB0838E5F,78.2043,15.6959,SVALBARD-MONITOR,ROUTINE,ACK_SUCCESS,EXECUTED,376
CMD-001683,2026-01-26 07:59:00,SENTINEL-9,CONFIG_UPDATE,GS-CHARLIE-3,"Svalbard, Norway",OP-RODRIGUEZ,DA05334F9733DD9B,76.9266,67.5207,NOVAYA-ZEMLYA-NORTH,ROUTINE,ACK_SUCCESS,EXECUTED,299
CMD-001684,2026-01-26 08:03:00,SENTINEL-9,ATTITUDE_ADJUST,GS-CHARLIE-3,"Svalbard, Norway",OP-RODRIGUEZ,4A17D8B136CFA099,78.2637,15.6077,SVALBARD-MONITOR,ROUTINE,ACK_SUCCESS,EXECUTED,252
CMD-001685,2026-01-26 08:05:00,SENTINEL-9,DOWNLINK_SCHEDULE,GS-CHARLIE-3,"Svalbard, Norway",OP-TANAKA,0F16DB17AF52E76C,78.2401,15.5915,SVALBARD-MONITOR,ROUTINE,ACK_SUCCESS,EXECUTED,351
CMD-001686,2026-01-26 08:07:00,SENTINEL-9,TELEMETRY_REQUEST,GS-ALPHA-1,"Thule, Greenland",OP-KOWALSKI,C85C0053748B9102,80.0997,52.8265,FRANZ-JOSEF-LAND,ROUTINE,ACK_SUCCESS,EXECUTED,275
CMD-001687,2026-01-26 08:10:00,SENTINEL-9,CONFIG_UPDATE,GS-ALPHA-1,"Thule, Greenland",OP-MUELLER,FA53F7E12A7D0B7A,80.1241,52.8161,FRANZ-JOSEF-LAND,PRIORITY,ACK_SUCCESS,EXECUTED,294
CMD-001688,2026-01-26 08:13:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-UNKNOWN-7,UNKNOWN,UNKNOWN,E10B6D13CF685EC6,18.2247,110.4602,UNKNOWN-TARGET-5,ROUTINE,ACK_SUCCESS,EXECUTED,118
CMD-001689,2026-01-26 08:15:00,SENTINEL-9,CALIBRATION,GS-UNKNOWN-7,UNKNOWN,UNKNOWN,3208313006F42FFE,9.8515,114.2882,UNKNOWN-TARGET-2,ROUTINE,ACK_SUCCESS,EXECUTED,326
CMD-001690,2026-01-26 08:19:00,SENTINEL-9,TELEMETRY_REQUEST,GS-DELTA-4,"McMurdo, Antarctica",OP-CHEN,46067330FD6DB1F8,71.7304,150.2784,NSR-WAYPOINT-DELTA,ROUTINE,ACK_SUCCESS,EXECUTED,186
CMD-001691,2026-01-26 08:21:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-ALPHA-1,"Thule, Greenland",OP-TANAKA,45F6DAFC49FE0C65,80.1744,52.7333,FRANZ-JOSEF-LAND,ROUTINE,ACK_SUCCESS,EXECUTED,426
CMD-001692,2026-01-26 08:23:00,SENTINEL-9,ATTITUDE_ADJUST,GS-ALPHA-1,"Thule, Greenland",OP-JENSEN,9BEC40777528971F,76.9636,67.5597,NOVAYA-ZEMLYA-NORTH,URGENT,ACK_SUCCESS,EXECUTED,190
CMD-001693,2026-01-26 08:27:00,SENTINEL-9,IMAGE_CAPTURE,GS-CHARLIE-3,"Svalbard, Norway",OP-RODRIGUEZ,0013EAA8F82B730E,77.4375,45.2689,NSR-WAYPOINT-ECHO,ROUTINE,ACK_SUCCESS,EXECUTED,333
CMD-001694,2026-01-26 08:31:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-BRAVO-2,"Fairbanks, Alaska",OP-KOWALSKI,6973966EE849135C,75.5159,68.5018,NSR-WAYPOINT-ALPHA,PRIORITY,ACK_DELAYED,EXECUTED,420
CMD-001695,2026-01-26 08:35:00,SENTINEL-9,SAFE_MODE_CHECK,GS-ALPHA-1,"Thule, Greenland",OP-TANAKA,3D2E784CDF5030C1,80.2086,52.808,FRANZ-JOSEF-LAND,ROUTINE,ACK_SUCCESS,EXECUTED,348
CMD-001696,2026-01-26 08:39:00,SENTINEL-9,CONFIG_UPDATE,GS-CHARLIE-3,"Svalbard, Norway",OP-MUELLER,7BDDF63307D8D8C6,75.5548,68.3721,NSR-WAYPOINT-ALPHA,PRIORITY,ACK_SUCCESS,EXECUTED,348
CMD-001697,2026-01-26 08:41:00,SENTINEL-9,IMAGE_CAPTURE,GS-DELTA-4,"McMurdo, Antarctica",OP-JENSEN,25DDFB9CB7EE6E3E,76.9734,67.6359,NOVAYA-ZEMLYA-NORTH,ROUTINE,ACK_SUCCESS,EXECUTED,382
CMD-001698,2026-01-26 08:43:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-UNKNOWN-7,UNKNOWN,UNKNOWN,851D6C6C1DB6072D,18.1786,110.5652,UNKNOWN-TARGET-5,ROUTINE,ACK_SUCCESS,EXECUTED,444
CMD-001699,2026-01-26 08:46:00,SENTINEL-9,SAFE_MODE_CHECK,GS-BRAVO-2,"Fairbanks, Alaska",OP-CHEN,25B0A9298C7EF861,71.6293,150.1825,NSR-WAYPOINT-DELTA,ROUTINE,ACK_SUCCESS,EXECUTED,205
CMD-001700,2026-01-26 08:48:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-ALPHA-1,"Thule, Greenland",OP-CHEN,822CF8F7EF0F2826,71.6187,150.1364,NSR-WAYPOINT-DELTA,ROUTINE,ACK_SUCCESS,EXECUTED,395
CMD-001701,2026-01-26 08:52:00,SENTINEL-9,ATTITUDE_ADJUST,GS-ALPHA-1,"Thule, Greenland",OP-JENSEN,4B3679D88B889462,77.464,45.1338,NSR-WAYPOINT-ECHO,ROUTINE,ACK_SUCCESS,EXECUTED,453
CMD-001702,2026-01-26 08:55:00,SENTINEL-9,IMAGE_CAPTURE,GS-CHARLIE-3,"Svalbard, Norway",OP-TANAKA,3A70C5A071B04FF6,76.9177,67.5248,NOVAYA-ZEMLYA-NORTH,ROUTINE,ACK_SUCCESS,EXECUTED,101
CMD-001703,2026-01-26 08:59:00,SENTINEL-9,ATTITUDE_ADJUST,GS-ALPHA-1,"Thule, Greenland",OP-RODRIGUEZ,78339DC0292E2086,76.1431,96.6631,NSR-WAYPOINT-BRAVO,ROUTINE,ACK_SUCCESS,EXECUTED,97
CMD-001704,2026-01-26 09:01:00,SENTINEL-9,IMAGE_CAPTURE,GS-CHARLIE-3,"Svalbard, Norway",OP-CHEN,96B676D89BB0D4ED,80.1137,52.8024,FRANZ-JOSEF-LAND,ROUTINE,ACK_SUCCESS,EXECUTED,127
CMD-001705,2026-01-26 09:04:00,SENTINEL-9,ATTITUDE_ADJUST,GS-DELTA-4,"McMurdo, Antarctica",OP-TANAKA,DF972D3726B16627,76.9136,67.5102,NOVAYA-ZEMLYA-NORTH,ROUTINE,ACK_SUCCESS,EXECUTED,276
CMD-001706,2026-01-26 09:08:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-UNKNOWN-7,UNKNOWN,UNKNOWN,FC6822BE9A59C34B,9.8629,114.1348,UNKNOWN-TARGET-2,ROUTINE,ACK_SUCCESS,EXECUTED,258
CMD-001707,2026-01-26 09:11:00,SENTINEL-9,TELEMETRY_REQUEST,GS-ALPHA-1,"Thule, Greenland",OP-JENSEN,61BDA2A2B939D15C,71.7045,150.1926,NSR-WAYPOINT-DELTA,ROUTINE,ACK_SUCCESS,EXECUTED,445
CMD-001708,2026-01-26 09:14:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-UNKNOWN-7,UNKNOWN,UNKNOWN,68056041CBCCCB58,16.4763,112.2447,UNKNOWN-TARGET-1,PRIORITY,ACK_SUCCESS,EXECUTED,331
CMD-001709,2026-01-26 09:16:00,SENTINEL-9,SAFE_MODE_CHECK,GS-DELTA-4,"McMurdo, Antarctica",OP-MUELLER,410AC554CAEFEA0E,77.0341,67.6169,NOVAYA-ZEMLYA-NORTH,ROUTINE,ACK_SUCCESS,EXECUTED,429
CMD-001710,2026-01-26 09:20:00,SENTINEL-9,DOWNLINK_SCHEDULE,GS-DELTA-4,"McMurdo, Antarctica",OP-MUELLER,CEF737F06BEA8126,73.782,125.2315,NSR-WAYPOINT-CHARLIE,ROUTINE,ACK_SUCCESS,EXECUTED,365
CMD-001711,2026-01-26 09:23:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-UNKNOWN-7,UNKNOWN,UNKNOWN,0A843ECC9C9FDA12,11.771,109.4631,UNKNOWN-TARGET-4,PRIORITY,ACK_SUCCESS,EXECUTED,225
CMD-001712,2026-01-26 09:26:00,SENTINEL-9,CONFIG_UPDATE,GS-BRAVO-2,"Fairbanks, Alaska",OP-MUELLER,B11E27FFA2B17760,78.3186,15.5882,SVALBARD-MONITOR,PRIORITY,ACK_SUCCESS,EXECUTED,456
CMD-001713,2026-01-26 09:30:00,SENTINEL-9,CONFIG_UPDATE,GS-CHARLIE-3,"Svalbard, Norway",OP-JENSEN,74DBD89AEF62CAC1,75.5672,68.4326,NSR-WAYPOINT-ALPHA,PRIORITY,ACK_SUCCESS,EXECUTED,288
CMD-001714,2026-01-26 09:33:00,SENTINEL-9,CALIBRATION,GS-CHARLIE-3,"Svalbard, Norway",OP-RODRIGUEZ,7BBF526D64190A80,80.0237,52.6801,FRANZ-JOSEF-LAND,ROUTINE,ACK_SUCCESS,EXECUTED,124
CMD-001715,2026-01-26 09:36:00,SENTINEL-9,DOWNLINK_SCHEDULE,GS-ALPHA-1,"Thule, Greenland",OP-RODRIGUEZ,75071701161745BE,76.0943,96.8087,NSR-WAYPOINT-BRAVO,PRIORITY,ACK_SUCCESS,EXECUTED,326
CMD-001716,2026-01-26 09:39:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-DELTA-4,"McMurdo, Antarctica",OP-TANAKA,16D719F4A18D2628,71.7304,150.3017,NSR-WAYPOINT-DELTA,PRIORITY,ACK_SUCCESS,EXECUTED,69
CMD-001717,2026-01-26 09:43:00,SENTINEL-9,DOWNLINK_SCHEDULE,GS-ALPHA-1,"Thule, Greenland",OP-CHEN,A7BE87FF70C1E1EB,77.3901,45.1943,NSR-WAYPOINT-ECHO,ROUTINE,ACK_SUCCESS,EXECUTED,392
CMD-001718,2026-01-26 09:47:00,SENTINEL-9,DOWNLINK_SCHEDULE,GS-DELTA-4,"McMurdo, Antarctica",OP-CHEN,B42DF3B2157B1671,77.4923,45.2148,NSR-WAYPOINT-ECHO,ROUTINE,ACK_SUCCESS,EXECUTED,189
CMD-001719,2026-01-26 09:51:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-CHARLIE-3,"Svalbard, Norway",OP-JENSEN,48AFF8C842331EAB,73.8504,125.4025,NSR-WAYPOINT-CHARLIE,ROUTINE,ACK_SUCCESS,EXECUTED,171
CMD-001720,2026-01-26 09:55:00,SENTINEL-9,CALIBRATION,GS-ALPHA-1,"Thule, Greenland",OP-JENSEN,4DBEF66501958CE9,76.8826,67.4885,NOVAYA-ZEMLYA-NORTH,ROUTINE,ACK_SUCCESS,EXECUTED,446
CMD-001721,2026-01-26 09:57:00,SENTINEL-9,ATTITUDE_ADJUST,GS-ALPHA-1,"Thule, Greenland",OP-RODRIGUEZ,B7A53ED21B4E1246,78.1988,15.7281,SVALBARD-MONITOR,ROUTINE,ACK_SUCCESS,EXECUTED,416
CMD-001722,2026-01-26 10:00:00,SENTINEL-9,CONFIG_UPDATE,GS-DELTA-4,"McMurdo, Antarctica",OP-JENSEN,ACE0384B8B08EFA1,73.8456,125.3398,NSR-WAYPOINT-CHARLIE,ROUTINE,ACK_SUCCESS,EXECUTED,50
CMD-001723,2026-01-26 10:04:00,SENTINEL-9,TELEMETRY_REQUEST,GS-CHARLIE-3,"Svalbard, Norway",OP-KOWALSKI,BC1E02F46519E693,78.2666,15.5802,SVALBARD-MONITOR,ROUTINE,ACK_SUCCESS,EXECUTED,65
CMD-001724,2026-01-26 10:07:00,SENTINEL-9,TELEMETRY_REQUEST,GS-DELTA-4,"McMurdo, Antarctica",OP-RODRIGUEZ,6B748EC818BC9C95,78.1813,15.6642,SVALBARD-MONITOR,URGENT,ACK_SUCCESS,EXECUTED,482
CMD-001725,2026-01-26 10:10:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-UNKNOWN-7,UNKNOWN,UNKNOWN,23E3BB93421A0973,15.0731,117.7625,UNKNOWN-TARGET-3,ROUTINE,ACK_SUCCESS,EXECUTED,73
